shelf_width,shelf_angle,shelf_x,shelf_y,radius,elasticity,ball_x0,ball_y0,t1,ball_x1,ball_y1
100.0,30,500.0,450.0,10,0.5,500,927.26,20.0,195.28,359.5
100.0,30,500.0,450.0,10,0.5,500,696.25,20.0,145.16,198.2
100.0,30,500.0,450.0,10,0.5,500,621.38,20.0,157.17,106.63
100.0,30,500.0,450.0,10,0.5,500,697.37,20.0,145.51,198.84
100.0,30,500.0,450.0,10,0.5,500,902.31,20.0,185.35,348.35
