shelf_width,shelf_angle,shelf_x,shelf_y,radius,elasticity,ball_x0,ball_y0,t1,ball_x1,ball_y1
100.0,-19.2,500.0,506.97,10,0.5,500,976.21,20.0,647.13,597.87
100.0,-0.5,500.0,588.0,10,0.5,500,909.86,20.0,433.38,648.74
100.0,21.7,500.0,304.31,10,0.5,500,660.41,20.0,204.83,237.92
100.0,12.3,500.0,542.53,10,0.5,500,603.98,20.0,287.89,264.72
100.0,-12.3,500.0,357.08,10,0.5,500,924.39,20.0,563.88,485.76
