shelf_width,shelf_angle,shelf_x,shelf_y,radius,elasticity,ball_x0,ball_y0,t1,ball_x1,ball_y1
100.0,34.8,500.0,358.79,10,0.5,500,800.0,20.0,167.81,197.13
100.0,26.2,500.0,355.81,10,0.5,500,800.0,20.0,199.9,290.26
100.0,-37.7,500.0,361.19,10,0.5,500,800.0,20.0,802.49,292.62
100.0,-39.2,500.0,518.2,10,0.5,500,800.0,20.0,843.21,327.07
100.0,3.2,500.0,512.46,10,0.5,500,800.0,20.0,385.99,535.51
