shelf_width,shelf_angle,shelf_x,shelf_y,radius,elasticity,ball_x0,ball_y0,t1,ball_x1,ball_y1
100.0,30,500.0,571.0,10,0.5,500,923.25,20.0,156.15,409.91
100.0,30,500.0,597.44,10,0.5,500,992.26,20.0,167.0,463.83
100.0,30,500.0,573.51,10,0.5,500,662.63,20.0,213.43,69.61
100.0,30,500.0,325.49,10,0.5,500,609.25,20.0,147.03,108.61
100.0,30,500.0,376.68,10,0.5,500,994.27,20.0,258.64,338.36
